,city,company,country,date,description,expired,indeedApply,jobkey,jobtitle,latitude,longitude,origin,snippet,source,sponsored,state
0,Menlo Park,Facebook,US,"Fri, 08 Apr 2016 00:42:06 GMT","Facebook was built to help people connect and share, and over the last decade our tools have played a critical part in changing how people around the world communicate with one another. With over a billion people using the service and more than fifty offices around the globe, a career at Facebook offers countless ways to make an impact in a fast growing organization.   We’re looking for data scientists to work on our core and business products (ex. Instagram, Messaging, Growth, Engagement, Ads) to help shape the future of what we build at Facebook. You will enjoy working with one of the richest data sets in the world, cutting edge technology, and the ability to see your insights turned into real products on a regular basis. The perfect candidate will have a background in a quantitative or technical field, will have experience working with large data sets, and will have some experience in data-driven decision making. You are focused on results, a self-starter, and have demonstrated success in using analytics to drive the understanding, growth, and success of a product. This position is based full time in our Menlo Park, CA office.  Responsibilities Apply your expertise in quantitative analysis, data mining, and the presentation of data to see beyond the numbers and understand how our users interact with both our consumer and business products products  Partner with Product and Engineering teams to solve problems and identify trends and opportunities  Inform, influence, support, and execute our product decisions and product launches  The Data Scientist Analytics role has work across the following four areas:  Product Operations Forecasting and setting product team goals  Designing and evaluating experiments  Monitoring key product metrics, understanding root causes of changes in metrics  Building and analyzing dashboards and reports  Building key data sets to empower operational and exploratory analysis  Evaluating and defining metrics  Exploratory Analysis Proposing what to build in the next roadmap  Understanding ecosystems, user behaviors, and long-term trends  Identifying new levers to help move key metrics  Building models of user behaviors for analysis or to power production systems  Product Leadership Influencing product teams through presentation of data-based recommendations  Communicating state of business, experiment results, etc to product teams  Spreading best practices to analytics and product teams  Data Infrastructure Working in Hadoop and Hive primarily, sometimes MySQL, Oracle, and Vertica  Automating analyses and authoring pipelines via SQL and python based ETL framework  Requirements 2+ years experience doing quantitative analysis.  BA/BS in Computer Science, Math, Physics, Engineering, Statistics or other technical field. Advanced degrees preferred.  Experience in SQL or other programming languages.  Development experience in any scripting language (PHP, Python, Perl, etc.)  Ability to initiate and drive projects to completion with minimal guidance.  Ability to communicate the results of analyses in a clear and effective manner with product and leadership teams to influence the overall strategy of the product.  Basic understanding of statistics (e.g., hypothesis testing, regressions).  Experience manipulating large data sets through statistical software (ex. R, SAS) or other methods.  Experience with distributed computing (Hive/Hadoop) a plus.  Apply As part of our dedication to the diversity of our workforce, Facebook is committed to Equal Employment Opportunity without regard for race, color, national origin, ethnicity, gender, protected veteran status, disability, sexual orientation, gender identity, or religion.  If you need assistance or an accommodation due to a disability, you may contact us at accommodations-ext@fb.com or you may call us at 1+650-308-7837.",false,false,5fd24bc94710ba3f,"Data Scientist, Analytics",37.453297,-122.18132,san+jose%2C+ca,"Responsibilities Apply your expertise in quantitative analysis, data mining, and the presentation of data to see beyond the numbers and understand how our users...",Facebook,false,CA
1,San Jose,"Cisco Systems, Inc.",US,"Wed, 20 Apr 2016 08:11:56 GMT","Additional Location(s) or Information: Job Category: Engineer - Software Level of Experience: Experienced - Non Manager  Requisition #: R1003825 Description: Technical Lead – Data Scientist San Jose, CA  The Business Entity The Core Software Group (CSG) has the charter for all Platform Independent and Platform Dependent software development across Switching (for data center, campus core and campus access), wireless, network services, routing, optical software and Enterprise routing and cable access. CSG is creating unprecedented customer value by providing cohesive and innovative software, platforms and solutions for Cisco's core networking customers.  The Team At Cisco, we build products that enable enterprises react faster to the intelligence derived from data. To do that requires a data centric platform that can receive events from a variety of network appliances, and other event sources, process and provides insights. Cisco’s data platform operates at massive scale processing billions of network events across the enterprise and converting that into actionable insights in real time. Cisco’s data platform team consists of Data Scientists, Data Modelers/Analysts, and Platform engineers collaborating on building the next generation data platform that powers the enterprise. Are you pushing the envelope? Here, you'll be designing, implementing, and empowering the world’s best data platform. You’ll lead and collaborate as part of a disruptive software engineering team that is passionate about transforming the networking industry  Role & Responsibilities  Role & Responsibilities In this highly visible role,  You will:  Develop and validate advance data mining tools, algorithms, and other capabilities to solve business problem. Collaborate with other research scientists and engineers to formulate innovative solutions to experiment and implement advanced data mining techniques Analyze data covering a wide range of information from the enterprise network. Identify new patterns through data mining  Minimum Qualifications  Experience analyzing / mining extremely large volumes of data using standard tools such as hadoop, R, SQL Minimum of 4 years of relevant (academic / professional) experience working on high performance and scalable systems that analyze very large data sets, predictive analytics, data mining etc. Experience with supervised and unsupervised machine learning algorithms for regression, classification, and clustering Experience with standard machine learning libraries - Spark ML , Mahout, NumPy, Pandas, scikit-learn etc Ability to communicate complex/abstract concepts and the results of the analyses in a clear and effective manner through creative visualization Master degree in engineering, computer science, statistics, or other related fields with 4+ years of experience required. Ph.D. degree with 2+ years of experience is preferred.  Desired Skills  Bonus:  Experience with Hadoop, Scalding, Spark, Storm, Scala or similar Experience with A/B testing or machine learning infrastructure Experience in one or more areas of User Behavior Understanding and Modeling, Large-scale Machine Learning, Online Experimental Design , Context Aware Systems Proficiency in the Apache Hadoop stack, and have written applications on top of big data platforms like Spark, Hive, Mesos and Storm  About Cisco The Internet of Everything is a phenomenon driving new opportunities for Cisco and it's transforming our customers' businesses worldwide. We are pioneers and have been since the early days of connectivity. Today, we are building teams that are expanding our technology solutions in the mobile, cloud, security, IT, and big data spaces, including software and consulting services. As Cisco delivers the network that powers the Internet, we are connecting the unconnected. Imagine creating unprecedented disruption. Your revolutionary ideas will impact everything from retail, healthcare, and entertainment, to public and private sectors, and far beyond. Collaborate with like-minded innovators in a fun and flexible culture that has earned Cisco global recognition as a Great Place To Work. With roughly 10 billion connected things in the world now and over 50 billion estimated in the future, your career has exponential possibilities at Cisco.   LI-MS2  @CiscoCareers is #hiring #L2-L7 #Linux kernel #LXC/KVM/Docker/libvirt #Cgroups LSM #Yocto #REST API/JSON #GD2015 @CiscoCareers is #hiring #L2-L7 #Linux kernel #LXC/KVM/Docker/libvirt #Cgroups LSM #Yocto #REST API/JSON #GD2015 Job Type: Experienced Opportunity Category: Internet of Everything",false,false,35e0a2bd8bea34db,Technical Lead – Data Scientist,37.337914,-121.89011,san+jose%2C+ca,"Minimum of 4 years of relevant (academic / professional) experience working on high performance and scalable systems that analyze very large data sets,...",Cisco Systems,false,CA
2,Mountain View,Google,US,"Sun, 03 Apr 2016 09:30:25 GMT","Research in machine intelligence has already impacted user-facing services across Google including Search, Maps and Google Now. Google Research & Machine Intelligence teams are actively pursuing the next generation of intelligent systems for application to even more Google products. To achieve this, we’re working on projects that utilize the latest techniques in Machine Learning (including Deep Learning approaches like Google Brain) and Natural Language Understanding.  We’ve already been joined by some of the best minds, and we’re looking for talented Research Scientists that have applied experience in the fields of Machine Learning, Natural Language Processing and Machine Intelligence to join our team.  We do research differently here at Google. Research Scientists aren't cloistered in the lab, but instead they work closely with Software Engineers to discover, invent, and build at the largest scale. Ideas may come from internal projects as well as from collaborations with research programs at partner universities and technical institutes all over the world. From creating experiments and prototyping implementations to designing new architectures, Research Scientists and Software Engineers work on challenges in machine perception, data mining, machine learning, and natural language understanding. You stay connected to your research roots as an active contributor to the wider research community by partnering with universities and publishing papers.  Responsibilities  Participate in cutting edge research in machine intelligence and machine learning applications.  Develop solutions for real world, large scale problems.  Minimum Qualifications  PhD in Computer Science, related technical field or equivalent practical experience.  Experience in Natural Language Understanding, Computer Vision, Machine Learning, Algorithmic Foundations of Optimization, Data Mining or Machine Intelligence (Artificial Intelligence) Programming experience in one or more of the following: C, C++, Python  Contribution to research communities and/or efforts, including publishing papers at conferences such as NIPS, ICML, ACL, CVPR, etc.  Preferred Qualifications  Relevant work experience, including full time industry experience or as a researcher in a lab Strong publication record Ability to design and execute on research agenda.  Area  There is always more information out there, and Research and Machine Intelligence teams have a never-ending quest to find it and make it accessible. We're constantly refining our signature search engine to provide better results, and developing offerings like Google Instant, Google Voice Search and Google Image Search to make it faster and more engaging. We're providing users around the world with great search results every day, but at Google, great just isn't good enough. We're just getting started.",false,false,d73f090a45bd5232,"Research Scientist, Machine Learning and Intelligence",37.384617,-122.08242,san+jose%2C+ca,"From creating experiments and prototyping implementations to designing new architectures, Research Scientists and Software Engineers work on challenges in...",Google,false,CA
3,San Jose,Experian,US,"Thu, 21 Apr 2016 13:12:57 GMT","Job Description - Data Scientist (16832) Experian is an Equal Opportunity Employer Data Scientist - Job Number: 16832 Description Experian® is the leading global information services company, providing data and analytical tools to clients in more than 80 countries. The company helps businesses to manage credit risk, prevent fraud, target marketing offers and automate decision making. Experian also helps individuals to check their credit report and credit score, and protect against identity theft.  Experian plc is listed on the London Stock Exchange (EXPN) and is a constituent of the FTSE 100 index. Total revenue for the year ended 31 March 2011 was $4.2 billion. Experian employs approximately 15,000 people in 41 countries and has its corporate headquarters in Dublin, Ireland, with operational headquarters in Nottingham, UK; Costa Mesa, California; and Sao Paulo, Brazil.  In our endless chase over the perfect device identification, we are always looking for candidates who can look through volumes of raw event traffic to identify patterns that are can be utilized to implement improved rules for device identification. Our Data Scientist is expected to mine, analyze and summarize actionable findings from billions of events to help distinguish devices within this sea of bytes. These findings will be used to directly drive improved performance and accuracy within our core products.  As part of our Device Intelligence research team, you’ll work alongside other researchers to understand data from our device intelligence products and quantify performance and develop new ways to measure the accuracy to be used as input to continuously improve device identification. You’ll also work on implementation, evaluation, and development of techniques—including statistical models and experiments—and present your findings to make strategic and beneficial advancements in the product line.  Qualifications • MS degree or PhD in Computer Science, Statistics, Mathematics or equivalent technical field  3+ years of experience in the tech industry as a Data Scientist Understanding and experience with statistical modeling paradigms and practices Ability to digest data results and transform to human-readable presentation Highly analytical with strong problem solving skills Strong attention to detail Strong verbal and written communication skills Desire and ability to work well with others in a team environment Understanding of web technologies (like HTTP protocol) and traffic, including web logs analysis experience is desired Knowledge with or willingness to learn large-scale distributed computing tools (Hadoop, Pig, Spark, etc.) Software development skills in one or more high level languages (Java, C#/C/C++), one or more scripting languages (Python/Perl/Shell), and knowledge of R are desired. Experience with AWS stack (S3, EC2, EMR) is desired Experience applying machine learning techniques is desired  Job : Analytics Primary Location : United States-California-San Jose Schedule : Full-time Job Posting : 04/20/2016, 11:20:50 AM Brand : Experian Reasonable Accommodation Experian provides reasonable accommodation so that qualified applicants with a disability may participate in the selection process. Please advise us of any accommodations you request in order to express interest in a position by e-mailing: talentacquisitonops@experian.com or 714-830-5022. Please state your request for assistance in your message. Only reasonable accommodation requests related to applying for a specific position within Experian will be reviewed at the e-mail address and phone number supplied. Thank you for considering a career with Experian.",false,false,56aeaac6ba9ce49b,Data Scientist,37.337914,-121.89011,san+jose%2C+ca,Job Description - Data Scientist (16832) Experian is an Equal Opportunity Employer Data Scientist - Job Number:....,Experian,false,CA
4,San Jose,Boston Scientific Corporation,US,"Wed, 30 Mar 2016 19:48:23 GMT","Primary Location: US-CA-San Jose  Additional Locations: (n/a)  Hiring Manager: Timothy P Harrah  Recruiter: Sarah Elizabeth Orr  Senior Scientist, ATG  Boston Scientific is seeking a highly motivated scientist or engineer with experience in laser-tissue interaction to join a growing team developing first in class and best in class technologies across multiple procedures in Urologic surgery. The candidate must have a desire to utilize their skills in the lab to solve technical problems in a hands-on manner. The successful candidate for this position will provide expertise on energy-tissue interaction to augment technology and product development on multiple efforts with an initial focus on kidney stone and benign prostatic disease.  Key Responsibilities  This position will be responsible for working simultaneously across several projects aimed at developing new technologies, treatments and medical devices.  Successfully completes complex engineering work in one or more of the following with minimal supervision: technology development, product design and development, test of materials or products, preparation of specifications, process study, research investigation (animal and clinical studies), and report preparation.  Works independently, or as a member of a team and develops, directs, and executes plans for a major segments of complex projects.  Selects techniques to solve complex problems and make sound design recommendations.  Designs, coordinates, validates and executes complex engineering tests and experiments for technology and product development.  Summarizes, analyzes, and draws conclusions from complex test results.  Designs and prepares complex reports to communicate results to technical community.  Coordinates, manages, and documents project goals and progress and recommends appropriate revisions.  Assesses the feasibility and soundness of proposed engineering evaluation tests, products or equipment.  Provides independent expertise and collaborates with preclinical team members on in vitro and in vivo approaches to evaluate product performance.  Interfaces and develops relationships with Physicians and allied academic and healthcare stakeholders to obtain feedback on concepts and performance of new devices.  Stay current on competitive landscape and clinical data for relevant minimally invasive device-based therapies.  Consistently generates innovative and unique solutions to market needs and submits idea disclosures. Work is expected to result in the development of new or refined products, processes or equipment.  Translates customer needs into product requirements and design specifications.  Contribute technical content for clinical and regulatory submissions for product development as needed.  Works cooperatively with process development, quality, manufacturing, regulatory, clinical, and marketing on complex projects to ensure project success.  May train and/or provide work direction to technicians and entry-level engineers.  Qualifications  PhD in Engineering Discipline, Physics or Applied Physics with an emphasis on the interaction of directed energy with biological systems and 0-4 years of industrial experience.  Deep understanding of the generation and delivery of directed energy into biological systems and the responses of biologic tissues and systems to same. Some experience with laser energy delivery and interaction is required.  Extensive experience with analytical methods of biologic tissue analysis (histology, molecular biology and chemical/biochemical).  Demonstrated experience with the conception and/or development of translational solutions aimed at applying novel or improved therapies in clinical practice (e.g., applied research and/or product development).  Excellent verbal and written communication skills  Preferred Qualifications  Industry experience (direct or within collaborative work) is desirable by not required.  Previous experience with quality systems and regulatory requirements for medical device development and approval is preferred.  A track record of publications, patents, and success obtaining external research funding are a strong plus.  Quality System Requirements  In all actions, demonstrates a primary commitment to patient safety and product quality by maintaining compliance to the Quality Policy and all other documented quality processes and procedures.  Assures that appropriate resources (personnel, tools, etc.) are maintained in order to assure Quality System compliance and adherence to the BSC Quality Policy.  Establishes and promotes a work environment that supports the Quality Policy and Quality System.  Boston Scientific is an Equal Opportunity Employer.",false,false,8fc5d839b2b9b5c4,"Scientist, Sr",37.337914,-121.89011,san+jose%2C+ca,Demonstrated experience with the conception and/or development of translational solutions aimed at applying novel or improved therapies in clinical practice (e...,Boston Scientific Corporation,false,CA
5,San Jose,Verizon,US,"Fri, 15 Apr 2016 01:34:10 GMT","Responsibilities Title: Data ScientistLocation: San Jose, CA 95131Full-Time RoleJob # 420088Verizon’s IPTV group is looking for a Data Scientist to work on some challenging problems in TV. We are tackling interesting problems in recommender systems, advertising, and video processing. You’ll be working with a dynamic and interdisciplinary team between engineering and science that combines the expertise in machine learning, text mining, computer vision, signal processing, and large-scale distributed systems. We work with a variety of data types from multi-media streams in video, audio, and text to users’ click streams.  We are looking for curious, creative and determined minds to join us and build the next generation TV platform.ResponsibilitiesPrototype and build new models in recommender systems and NLPCreatively explore how to use data to understand user behavior to improve personalization modelsPartner with engineering teams to build and deploy your models into productionDesign experiments to validate hypotheses to answer business questionsPrepare visualizations and create a cohesive narrative to present and explain your findings to the rest of the organizationQualifications Expert in Applied Mathematics, Operations Research, Engineering or related disciplineExperience in Scala or JavaAdvanced skills in a scripting language such as PythonExpertise in at least one high level statistical software package (R or Matlab)Experience working with large amounts of data.Expertise in applied statistics, including regression models.Experience working with SQLAble to communicate findings clearly to both technical and non-technical audiences Desired Qualifications include: Preferred Educational Qualifications: MS/PhD in a quantitative discipline: Statistics, Applied Mathematics, Operations Research, Computer Science, Engineering, Economics, etc.Experience working on Computer Vision, NLP, Text Mining, or Recommender SystemsHands on experience working with large amounts of real dataAdvanced skills in ScalaExperience in Spark is a plus What We Offer: On top of being a part of the company that's changing the world through groundbreaking technology, you'll enjoy a competitive salary and benefits so robust we call them Total Rewards.• Medical, dental and vision• Award-winning training• Tuition assistance• 401(k) savings plan• Employee discounts on plans and technology• Health and wellness programsWhat We Do: From secure cloud computing, to Machine-to-Machine communications, to robust omni-channel experiences, we're spearheading tomorrow's innovations, today. Our solutions are empowering individuals, businesses, and communities everywhere to unlock their potential and realize the power of technology. That means connecting children to hands-on learning experiences, enabling global businesses to build mobile workforces, and helping municipalities run greener and more efficiently. Simply put: we're creating a better future.  And you can be a part of it.Equal Employment Opportunity We’re proud to be an equal opportunity employer – and celebrate our employees’ differences, regardless of race, color, religion, gender, sexual orientation, gender identity, national origin, age, disability, or Veteran status. Different makes us better.",false,false,f5a1e6748386aef9,Data Scientist,37.387363,-121.88461,san+jose%2C+ca,"On top of being a part of the company that's changing the world through groundbreaking technology, you'll enjoy a competitive salary and benefits so robust we...",Verizon,false,CA
6,Mountain View,Department of the Army,US,"Thu, 21 Apr 2016 09:27:55 GMT","Civilian employees serve a vital role in supporting the Army mission. They provide the skills that are not readily available in the military, but crucial to support military operations. The Army integrates the talents and skills of its military and civilian members to form a Total Army.   About the Position:  This position is part of the Army Civilian Training, Education, and Development System (ACTEDS) and is a CIVILIAN position with the Department of Army. The incumbent will serve as an Environmental Scientist trainee with the United States Army Reserve Command (USARC).  This is a Career Program (CP) # 18 position. Position(s) will be filled under the Department of the Army Recent Graduates Program. Click here for more information on Pathways program participants.  The Department of the Army Recent Graduates Program affords developmental experiences in the Department of Army intended to promote possible careers in the civil service to individuals who have recently graduated from qualifying educational institutions or programs. Successful applicants are placed in a dynamic, developmental program with the potential to lead to a civil service career in the Federal Government.  After Program completion, Department of the Army Recent Graduates MAY be converted to a permanent position.  To be eligible for conversion to a permanent or term position, Recent Graduates must:  Successfully completed at least 1-year of continuous service in addition to all requirements of the Program. Demonstrate successful job performance. Meet the Office of Personnel Management's qualifications for the position to which the Recent Graduate will be converted. To learn more, please visit: http://www.opm.gov/HiringReform/Pathways/program/graduates/   Department of the Army Recent Graduates Program Eligibles  Positions are open to:  Recent graduates who have completed, within the previous two years (or will complete no later than June 2016,) a qualifying associates, bachelors, masters, professional, doctorate, vocational or technical degree or certificate from a qualifying educational institution. Veterans unable to apply within two years of receiving their degree, due to military service obligation, have as much as six years after degree completion to apply.  Duties As an Environmental Scientist (INTERN) you will be responsible for, but not limited to, the following:  Assist Army installations world-wide in complying with environmental laws and regulations pertaining to air quality, water quality and hazardous waste. Review existing, new, or proposed laws, regulations, policies, and directives to determine applicability and effect on Army installations and activities. Prepare studies, briefing charts, reports, correspondence, etc. on various technical and administrative matters pertaining to the program. Assist in compliance inspections to identify areas that need improvement and provide recommendations for corrective actions.  Incumbent works under closer supervision and works in a developmental capacity performing assignments and completing training, both of which are aimed in preparing the incumbent to gain the knowledge and skills necessary to perform the duties outlined in the aforementioned job description. The incumbent receives progressively more responsible assignments as experience and training are received to the next higher level position.   Travel Required Occasional Travel Up to 20% Business Travel required.  Relocation Authorized Yes Payment of moving expenses is authorized subject to the provisions of the Joint Travel Regulations.  Job Requirements Job Requirements Key Requirements Must sign a mobility agreement if selected. Qualifications In order to qualify, you must meet the education and/or experience requirements described below. Your resume must clearly describe your relevant experience; if qualifying based on education, your transcripts will be required as part of your application. Additional information about transcripts is in this document.   Basic Qualification Requirements:   A. Successful completion (or completion by June 2016) of a bachelor's degree in physical science, engineering, or mathematics that included 24 semester hours in physical science and/or related engineering science such as mechanics, dynamics, properties of materials, and electronics.   OR   B. A combination of education and experience: Courses equivalent to a major, as shown in A above, that included at least 24 semester hours in physical science and/or related engineering science, plus appropriate experience or additional education.   AND   In addition to meeting one of the basic qualification requirements above, one of the following is also required for the GS-07 level:  Specialized Experience: Experience refers to paid and unpaid experience, including volunteer work done through National Service programs (e.g., Peace Corps, AmeriCorps) and other organizations (e.g., professional; philanthropic; religious; spiritual; community; student; social). You will receive credit for all qualifying experience, including volunteer experience. To qualify based on your work experience, your resume must describe at least one year of experience which prepared you to do the work in this job. Specialized experience is defined as: assisting in preparing reports using data collected from soil samples; or, performing on-site surveys to determine the potential for environmental risks; or, ensuring soil and/or water samples are handled properly. This definition of specialized experience is typical of work performed at the next lower grade/level position in the federal service ([GS-05] ). OR  Superior Academic Achievement for GS-07: Successful completion (or completion no later than June 2016) of a bachelor's degree from an accredited college or university with Superior Academic Achievement (S.A.A.). [To qualify based on S.A.A., education must be fully qualifying for the position being filled.] Applicant must meet one of the following provisions for superior academic achievement:  1. A standing in the upper third of your graduating class in the college, university, or major subdivision.  2. A grade point average of ""B"" (3.0 on a 4.0 scale) or its equivalent for (a) all courses completed; or (b) courses completed during the last two years of the curriculum.  3. A grade point average of ""B+"" (3.5. on a 4.0 scale) or its equivalent based on (a) the average of the required courses completed in the major field; or (b) the required courses in the major field completed during the final 2 years of the curriculum.  4. Election to membership in one of the national honorary societies (other than freshman societies) that meets the requirements of the Association of College of Honor Societies.  Grade point averages will be rounded to one decimal point. For example, 2.95 will round to 3.0, and 2.94 will round to 2.9.  NOTE: If more than 10 percent of your undergraduate course work (credit hours) was taken on a pass/fail or similar basis, your S.A.A. claim must be based on class standing or membership in an honor society and you must provide evidence of your class standing or honor society membership with your application. OR  Education Substitution for GS-07: Successful completion of at least one full year of graduate-level education that would have equipped the candidate with the knowledge, skills and abilities to perform the work of the position. One year of graduate coursework is 18 semester hours or 27 quarter hours. OR  Applicants Combining Education and Experience: If you have some, but not all, of the experience or education described above, you may still qualify by combining the amount of creditable experience and graduate education that you possess. To compute the percentage, divide your total months of qualifying experience by 12. Then divide your semester hours of graduate education by 18. Add the two percentages. The total percentage must equal at least 100% to qualify.  You will be evaluated on the basis of your level of competency (knowledge, skills, abilities) in the following areas:  Knowledge of environmental principles and practices Skill in oral and written communication Ability to work as part of a team Only degrees from an accredited college or university recognized by the Department of Education are acceptable to meet positive education requirements or to substitute education for experience. Foreign education must be evaluated for U.S. equivalency in order to be considered for this position. You must include documentation to support U.S. equivalency. Other Requirements: Click here for expanded definitions.  Male applicants born after December 31, 1959 must complete a Pre-Employment Certification Statement for Selective Service Registration. You will be required to provide proof of U.S. Citizenship. One year trial/probationary period may be required. Direct Deposit of Pay is Required. Personnel security investigation required. If selected, official college or university transcripts must be submitted. However, unofficial transcripts must be submitted at the time of application. Recent Graduates must sign a Participant Agreement with the Agency.  Security Clearance Not Applicable   Additional Information",false,false,2f64a609e055bdb6,Environmental Scientist (Recent Graduate),37.384617,-122.08242,san+jose%2C+ca,Payment of moving expenses is authorized subject to the provisions of the Joint Travel Regulations. Assisting in preparing reports using data collected from...,usajobs.gov,false,CA
7,San Jose,Adobe,US,"Sat, 09 Apr 2016 03:29:56 GMT",Data Scientist - 35264  Description  ,false,false,b15bb17e897b7f6a,Data Scientist,37.337914,-121.89011,san+jose%2C+ca,"The Systems Technologies Lab is part of Adobe Research - a team of world-class researchers in machine learning, data mining, econometrics and social networking....",Adobe,false,CA
8,Santa Clara,"Cisco Systems, Inc.",US,"Fri, 15 Apr 2016 13:55:42 GMT",Additional Location(s) or Information: ,false,false,e6e81f881ba828b2,Staff Data Engineer/Scientist,37.35165,-121.95055,san+jose%2C+ca,We are looking for Staff Data engineers/scientist who love data science to build the Jasper Data Platform team....,Cisco Systems,false,CA
9,Sunnyvale,Walmart eCommerce,US,"Fri, 15 Apr 2016 09:20:54 GMT","Position Summary  We are seeking a Data Scientist professional in our Sunnyvale, CA office. Position Description  Duties: Research, design, and implement data models and cutting edge algorithms on high-dimensional, fast-moving, unstructured and structured data. Responsible for problems ranging from optimizing business processes, such as automation of product data generation and audit, to deeply technical, such as query interpretation and entity extraction. Build continually learning systems that will have direct impact on business KPIs such as revenue and customer retention. Build smart data systems that ingest, model and analyze massive flow of data from online, social, mobile and offline commerce/user activity to understand user purchase behavior across millions of products and ad impressions in real time. Utilize cutting edge machine learning, data mining, and optimization algorithms underneath it all to analyze all this data. Build compelling data visualizations and interactive dashboards to showcase our work internally and externally. Serve as core member of the Search Relevance Data Science team, working as a software engineer and an applied researcher. Minimum Qualifications  Minimum education and experience required: PhD degree or equivalent in Statistics, Mathematics, Operations Research, Computer Science, Engineering (Any) or related quantitative field; OR Master of Science degree or equivalent in Statistics, Mathematics, Operations Research, Computer Science, Engineering (Any) or related quantitative field and 2 years of experience working with large amounts of real data.  Skills required: Applied statistics, including regression models, Gaussian mixture models, decision trees, clustering (hierarchical, K-means), and time series analysis. SQL and Python. Data analysis with Python or R. Java or C++. Delivering end-to-end production solutions involving data ingestion and cleaning, application of machine learning, data mining, or optimization algorithms, real-time decisioning based on algorithmic output, and visualization and reporting. Experience and skills may be gained through academic coursework, research, projects, or professional experience.  Wal-Mart is an Equal Opportunity Employer. Additional Preferred Qualifications  #LI-DNP Req ID: 641690BR",false,false,beab3a002842b033,Data Scientist,37.368134,-122.03297,san+jose%2C+ca,"Delivering end-to-end production solutions involving data ingestion and cleaning, application of machine learning, data mining, or optimization algorithms, real...",Walmart eCommerce,false,CA
